source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_inventory,usable_for_decision_point_inventory,rejection_reason,notes
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\control_point_projection.csv,True,5,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning|contract_projected_route_dist_m|contract_nearest_ordered_path_offset_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\route_points.csv,True,4189,route_point_index|route_dist_m|lat|lon,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\self_near_pairs.csv,True,58038,idx_a|dist_a_m|idx_b|dist_b_m|spatial_distance_m|route_distance_gap_m|classification,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\self_near_zones.csv,True,1,classification|pair_count|dist_a_min_m|dist_a_max_m|dist_b_min_m|dist_b_max_m|spatial_distance_min_m|route_gap_max_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\trim_summary.csv,True,1,case_id|status|contract|canonical_input_ordered_path|route_axis_control_point_authority|legacy_ib0c_anchor_authority|trim_mode|original_len_m|trim_start_m|trim_end_m|trimmed_len_m|control_point_count|max_control_offset_m|route_point_count|self_near_pair_count|expected_self_near_pair_count|unexpected_self_near_pair_count|hard_fail_reasons|warnings|safe_for_ib1a_ib1c_ib1g_ib1e,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\control_point_projection.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning|contract_projected_route_dist_m|contract_nearest_ordered_path_offset_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\route_points.csv,True,3697,route_point_index|route_dist_m|lat|lon,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\self_near_pairs.csv,True,0,idx_a|dist_a_m|idx_b|dist_b_m|spatial_distance_m|route_distance_gap_m|classification,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\self_near_zones.csv,True,0,,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_lengshuikeng_xiaoyoukeng_gpx_osmrefresh_v1_3b\trim_summary.csv,True,1,case_id|status|contract|canonical_input_ordered_path|route_axis_control_point_authority|legacy_ib0c_anchor_authority|trim_mode|original_len_m|trim_start_m|trim_end_m|trimmed_len_m|control_point_count|max_control_offset_m|route_point_count|self_near_pair_count|expected_self_near_pair_count|unexpected_self_near_pair_count|hard_fail_reasons|warnings|safe_for_ib1a_ib1c_ib1g_ib1e,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\control_point_projection.csv,True,9,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning|contract_projected_route_dist_m|contract_nearest_ordered_path_offset_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\route_points.csv,True,3247,route_point_index|route_dist_m|lat|lon,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\self_near_pairs.csv,True,34366,idx_a|dist_a_m|idx_b|dist_b_m|spatial_distance_m|route_distance_gap_m|classification,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\self_near_zones.csv,True,1,classification|pair_count|dist_a_min_m|dist_a_max_m|dist_b_min_m|dist_b_max_m|spatial_distance_min_m|route_gap_max_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\trim_summary.csv,True,1,case_id|status|contract|canonical_input_ordered_path|route_axis_control_point_authority|legacy_ib0c_anchor_authority|trim_mode|original_len_m|trim_start_m|trim_end_m|trimmed_len_m|control_point_count|max_control_offset_m|route_point_count|self_near_pair_count|expected_self_near_pair_count|unexpected_self_near_pair_count|hard_fail_reasons|warnings|safe_for_ib1a_ib1c_ib1g_ib1e,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\control_point_projection.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note|projection_ok|projection_offset_to_osm_m|matched_id_text|osm_way_id_current|osm_id_current|highway|name_osm|route_role|match_score|overlap_ratio|projected_lat|projected_lon|projected_route_dist_m|nearest_ordered_path_offset_m|ordered_path_length_m|included_in_required_way|projection_method|search_window_start_m|search_window_end_m|route_point_warning|contract_projected_route_dist_m|contract_nearest_ordered_path_offset_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\route_points.csv,True,5449,route_point_index|route_dist_m|lat|lon,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\self_near_pairs.csv,True,54805,idx_a|dist_a_m|idx_b|dist_b_m|spatial_distance_m|route_distance_gap_m|classification,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\self_near_zones.csv,True,1,classification|pair_count|dist_a_min_m|dist_a_max_m|dist_b_min_m|dist_b_max_m|spatial_distance_min_m|route_gap_max_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_control_points_only_contract_qa\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\trim_summary.csv,True,1,case_id|status|contract|canonical_input_ordered_path|route_axis_control_point_authority|legacy_ib0c_anchor_authority|trim_mode|original_len_m|trim_start_m|trim_end_m|trimmed_len_m|control_point_count|max_control_offset_m|route_point_count|self_near_pair_count|expected_self_near_pair_count|unexpected_self_near_pair_count|hard_fail_reasons|warnings|safe_for_ib1a_ib1c_ib1g_ib1e,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0d_trimmed_mainline_v1_3b_qixing_via_corridor_repair_candidate\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\qixing_via_corridor_pruning_decision.csv,True,1,case_id|final_candidate_decision|geometry_continuous|route_dist_monotonic|via_distance_ok|length_ok|reversal_reduced|oscillation_reduced|removed_points_n|removed_dist_m|recommend_ib1a_ib1e_revalidation,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0d_trimmed_mainline_v1_3b_qixing_via_corridor_repair_candidate\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\removed_route_points_pruned_candidate.csv,True,330,route_point_index|route_dist_m|lat|lon|prune_start_dist_m|prune_end_dist_m|prune_reason|source_problem_range,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0d_trimmed_mainline_v1_3b_qixing_via_corridor_repair_candidate\qixing_lengshuikeng_main_peak_20260523_osmrefresh_v1_3b\route_points_pruned_candidate.csv,True,3859,route_point_index|route_dist_m|lat|lon|original_route_dist_m|segment_len_m|candidate_route_dist_m|bearing_deg|bearing_change_deg,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib1c_osm_semantic_audit\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_implemented_but_not_used_in_ib2.csv,True,67,semantic_group|source_field|source_value|derived_class|risk_domain|risk_meaning|risk_direction|base_score|weather_sensitive|needs_nlsc|needs_activity|implemented_in_ib1c|used_in_ib2|notes,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_osm_semantic_audit\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_mapping_defined_but_not_seen.csv,True,47,mapping_key|semantic_group|source_field|source_value|derived_class|risk_domain|base_score|implemented_in_ib1c|used_in_ib2|notes,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_osm_semantic_audit\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_semantic_field_summary.csv,True,19,field|exists_in_ib1c_output|non_empty_n|unique_n|source_field_for_mapping|is_flag_field,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_osm_semantic_audit\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_semantic_unmapped_values.csv,True,0,ib1c_field|source_field|observed_value|observed_n|mapping_key|has_mapping|note,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_osm_semantic_audit\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_semantic_value_mapping_coverage.csv,True,20,ib1c_field|source_field|observed_value|observed_n|mapping_key|has_mapping|note,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_osm_semantic_audit\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_implemented_but_not_used_in_ib2.csv,True,53,semantic_group|source_field|source_value|derived_class|risk_domain|risk_meaning|risk_direction|base_score|weather_sensitive|needs_nlsc|needs_activity|implemented_in_ib1c|used_in_ib2|notes,activity_mapmatch_or_wrong_branch_diagnostic_not_fork_inventory,False,False,activity_behavior_diagnostic_not_route_decision_point_inventory,Activity diagnostics can validate consequences of forks but cannot define route-level fork exposure alone.
outputs\ib1c_osm_semantic_audit\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mapping_defined_but_not_seen.csv,True,37,mapping_key|semantic_group|source_field|source_value|derived_class|risk_domain|base_score|implemented_in_ib1c|used_in_ib2|notes,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib1c_osm_semantic_audit\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_semantic_field_summary.csv,True,19,field|exists_in_ib1c_output|non_empty_n|unique_n|source_field_for_mapping|is_flag_field,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
